car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,engine_in_cc,Seats,manufacture,company_name
Q5 3.0 TDI Quattro,995000,68000,Diesel,Automatic,3rd Owner,1950,5,2011,Audi
i10 Magna 1.1L,225000,38000,Petrol,Manual,1st Owner,1248,5,2011,Hyundai
Swift Dzire VXI 1.2 BS IV,650000,65000,Petrol,Manual,1st Owner,2179,5,2019,Maruti
Q7 45 TDI Quattro Premium Plus,1875000,43000,Diesel,Automatic,2nd Owner,1950,5,2014,Audi
Amaze E i-Vtech,360000,80000,Petrol,Manual,3rd Owner,1950,5,2015,Honda
C-Class Progressive C 220d,3900000,24000,Diesel,Automatic,2nd Owner,1991,5,2020,Mercedes-Benz
Baleno 1.3 Delta,600000,90000,Diesel,Manual,1st Owner,1997,5,2018,Maruti
Scorpio S8 7 Seater,1000000,25000,Diesel,Manual,1st Owner,4367,7,2016,Mahindra
GLC 220d 4MATIC,5650000,24000,Diesel,Automatic,1st Owner,1998,5,2020,Mercedes-Benz
GLE 300d,8900000,13000,Diesel,Automatic,1st Owner,1968,7,2021,Mercedes-Benz
GLC 200,6100000,15000,Petrol,Automatic,1st Owner,1997,7,2021,Mercedes-Benz
F-Pace 2.0 R-Dynamic S Diesel,7400000,9900,Diesel,Automatic,1st Owner,1582,5,2021,Jaguar
Rover Range Rover 4.4 Diesel LWB Autobiography,19000000,68500,Diesel,Automatic,1st Owner,2998,7,2019,Land
X4 xDrive30i M Sport Silver Shadow Edition,7450000,7600,Petrol,Automatic,1st Owner,2179,5,2022,BMW
Q3 35 TDI Quattro Premium Plus,1475000,76000,Diesel,Automatic,2nd Owner,1462,5,2016,Audi
XUV500 1.99 FWD W8,450000,120000,Diesel,Manual,2nd Owner,2523,7,2013,Mahindra
Verna 1.6 CRDi SX,520000,120000,Diesel,Manual,2nd Owner,2487,5,2016,Hyundai
X7 xDrive 40i,11500000,39000,Petrol,Automatic,1st Owner,2497,5,2019,BMW
Scorpio S10 7 Seater,1125000,88000,Diesel,Manual,1st Owner,2982,7,2017,Mahindra
Grand Vitara Delta AT,1450000,2000,Petrol,Automatic,1st Owner,998,7,2022,Maruti
Bolero ZLX,750000,40000,Diesel,Manual,1st Owner,2143,5,2019,Mahindra
Camry Hybrid 2.5,4090000,20000,Petrol,Automatic,1st Owner,2179,5,2019,Toyota
E-Class E240 V6 AT,500000,110000,Petrol,Automatic,2nd Owner,1248,5,2006,Mercedes-Benz
Fortuner 3.0 Diesel,850000,80000,Diesel,Manual,3rd Owner,1598,5,2011,Toyota
Zen Estilo LXI BSIII,100000,110000,Petrol,Manual,3rd Owner,1950,8,2008,Maruti
GLE 250d,4400000,49000,Diesel,Automatic,1st Owner,1498,5,2017,Mercedes-Benz
Safari Storme VX,320000,145000,Diesel,Manual,3rd Owner,998,5,2013,Tata
Ertiga ZDI,500000,40000,Diesel,Manual,2nd Owner,2494,5,2012,Maruti
Vento IPL II Petrol Trendline,125000,100000,Petrol,Manual,3rd Owner,1995,5,2010,Volkswagen
E-Class Expression E 220 d BSIV,5800000,17000,Diesel,Automatic,1st Owner,1396,5,2020,Mercedes-Benz
Polo Exquisite 1.5 TDI Highline,490000,100000,Diesel,Manual,1st Owner,1198,7,2015,Volkswagen
Wagon R VXI BS IV,190000,100000,Petrol,Manual,1st Owner,1396,4,2011,Maruti
Innova 2.5 G (Diesel) 8 Seater,600000,120000,Diesel,Manual,2nd Owner,1950,8,2013,Toyota
X3 xDrive 20d Luxury Line,6000000,19000,Diesel,Automatic,1st Owner,1997,5,2021,BMW
i20 Sportz 1.4 CRDi,650000,60000,Diesel,Manual,2nd Owner,796,7,2017,Hyundai
Micra Active XV Petrol,400000,25000,Petrol,Manual,1st Owner,2179,5,2018,Nissan
Indigo LX BSIV,185000,100000,Diesel,Manual,1st Owner,1997,5,2012,Tata
GLC Coupe 300d 4MATIC,7150000,24900,Diesel,Automatic,1st Owner,1498,7,2021,Mercedes-Benz
Scorpio 1.99 S10 4WD,1000000,70000,Diesel,Manual,1st Owner,1120,5,2015,Mahindra
800 AC,200000,70000,Petrol,Manual,1st Owner,999,7,2014,Maruti
Scorpio 2.6 CRDe,350000,100000,Diesel,Manual,2nd Owner,4461,8,2006,Mahindra
XF 2.0 Petrol Prestige,4700000,7500,Petrol,Automatic,1st Owner,1248,5,2020,Jaguar
Bolero B4,580000,110000,Diesel,Manual,1st Owner,2982,5,2020,Mahindra
Xcent 1.1 CRDi Base,310000,70000,Diesel,Manual,2nd Owner,2494,5,2015,Hyundai
Kiger RXZ,750000,35000,Petrol,Manual,1st Owner,1993,5,2021,Renault
Land Cruiser VX,15800000,56000,Diesel,Automatic,1st Owner,1199,5,2018,Toyota
Swift Dzire ZDI,535000,74200,Diesel,Manual,2nd Owner,1047,5,2017,Maruti
Fortuner 4x2 Manual,1500000,120000,Diesel,Manual,2nd Owner,998,5,2016,Toyota
Innova 2.5 EV Diesel MS 8 Str BSIII,300000,169000,Diesel,Manual,3rd Owner,2925,7,2007,Toyota
C-Class C 220d,6200000,4000,Diesel,Automatic,1st Owner,796,7,2022,Mercedes-Benz
Polo Diesel Trendline 1.2L,130000,90000,Diesel,Manual,3rd Owner,1086,5,2010,Volkswagen
Tiago 1.05 Revotorq XT,300000,120000,Diesel,Manual,1st Owner,1461,5,2017,Tata
A-Star Lxi,115000,70000,Petrol,Manual,2nd Owner,2925,5,2009,Maruti
S-Class S 350 d,4775000,13000,Diesel,Automatic,2nd Owner,814,5,2014,Mercedes-Benz
Alto LXI,70000,70000,Petrol,Manual,3rd Owner,1582,5,2004,Maruti
Santro Xing XG AT eRLX Euro III,90000,60000,Petrol,Automatic,4th Owner,1197,4,2004,Hyundai
Lodgy 110PS RxZ 7 Seater,450000,110000,Diesel,Manual,3rd Owner,2993,5,2015,Renault
GLS 400d 4MATIC,11700000,15000,Diesel,Automatic,2nd Owner,1197,7,2020,Mercedes-Benz
EON D Lite,175000,30000,Petrol,Manual,1st Owner,796,5,2013,Hyundai
Verna 1.6 CRDi SX,700000,115000,Diesel,Manual,2nd Owner,796,7,2015,Hyundai
Baleno Delta,650000,15000,Petrol,Manual,1st Owner,2967,5,2019,Maruti
X5 xDrive 30d xLine,8300000,25000,Diesel,Automatic,1st Owner,1396,7,2020,BMW
Ignis 1.2 AMT Zeta BSIV,500000,80000,Petrol,Automatic,1st Owner,2523,5,2018,Maruti
800 Std BSII,84000,29000,Petrol,Manual,1st Owner,1197,7,2002,Maruti
Alto 800 VXI,300000,70000,Petrol,Manual,1st Owner,2987,5,2019,Maruti
Q7 45 TDI Quattro Technology,4600000,65000,Diesel,Automatic,1st Owner,999,7,2017,Audi
i20 1.4 Asta CRDi with AVN,200000,110000,Diesel,Manual,4th Owner,2523,5,2009,Hyundai
Bolero SLX,340000,100000,Diesel,Manual,4th Owner,1995,5,2012,Mahindra
Baleno 1.2 Alpha,550000,60000,Petrol,Manual,1st Owner,2494,5,2018,Maruti
GLS 350d Grand Edition,5950000,45000,Diesel,Automatic,2nd Owner,1248,5,2016,Mercedes-Benz
Taigun 1.0 TSI Topline,1300000,5000,Petrol,Manual,1st Owner,1396,5,2022,Volkswagen
Bolero ZLX,470000,60000,Diesel,Manual,2nd Owner,2143,5,2014,Mahindra
5 Series 520d Luxury Line,4800000,29000,Diesel,Automatic,1st Owner,1396,5,2019,BMW
Innova 2.5 E 7 STR,425000,200000,Diesel,Manual,2nd Owner,1405,5,2012,Toyota
Swift VDI BSIV,350000,110000,Diesel,Manual,1st Owner,1498,5,2015,Maruti
Indigo LX BSIV,240000,120000,Diesel,Manual,1st Owner,1950,5,2015,Tata
GLE 250d,5600000,45000,Diesel,Automatic,1st Owner,2925,5,2019,Mercedes-Benz
Indigo GLX,115000,25000,Petrol,Manual,1st Owner,1968,7,2009,Tata
Indigo LX,70000,80000,Diesel,Manual,2nd Owner,998,5,2006,Tata
Ecosport 1.5 Diesel Titanium BSIV,650000,70000,Diesel,Manual,1st Owner,2995,5,2018,Ford
C-Class Progressive C 200,4790000,11000,Petrol,Automatic,1st Owner,1493,5,2021,Mercedes-Benz
GLE 400d,10400000,12000,Diesel,Automatic,1st Owner,1598,5,2021,Mercedes-Benz
A6 35 TDI,2490000,40000,Diesel,Automatic,2nd Owner,998,5,2016,Audi
Wagon R VXI,521000,7500,Petrol,Manual,1st Owner,1998,5,2021,Maruti
Rover Range Rover 3.0 Petrol LWB Vogue BSIV,19200000,40000,Petrol,Automatic,1st Owner,796,5,2019,Land
Bolero Power Plus SLX,600000,50000,Diesel,Manual,1st Owner,1248,7,2018,Mahindra
Vento Diesel Highline,250000,80000,Diesel,Manual,2nd Owner,1998,5,2010,Volkswagen
Celerio VXI,346000,40000,Petrol,Manual,1st Owner,1995,5,2017,Maruti
XC60 B5 Inscripition,6850000,7000,Petrol,Automatic,1st Owner,1493,5,2022,Volvo
800 DUO AC LPG,70000,60000,Lpg,Manual,3rd Owner,1799,7,2010,Maruti
Swift VDI Optional,600000,40000,Diesel,Manual,1st Owner,1197,5,2018,Maruti
Cruze LTZ,200000,70000,Diesel,Manual,4th Owner,2987,5,2013,Chevrolet
X1 sDrive 20d xLine,3000000,25000,Diesel,Automatic,1st Owner,999,5,2019,BMW
TUV 300 T6 Plus,490000,120000,Diesel,Manual,1st Owner,1298,5,2016,Mahindra
Civic 1.8 S MT,200000,100000,Petrol,Manual,3rd Owner,1198,5,2011,Honda
i10 Magna,150000,50000,Petrol,Manual,1st Owner,2143,5,2009,Hyundai
Ghibli Diesel BSIV,6600000,12000,Diesel,Automatic,1st Owner,796,5,2016,Maserati
Triber RXZ BSIV,550000,25000,Petrol,Manual,1st Owner,1248,5,2019,Renault
Esteem Lxi,120000,20000,Petrol,Manual,1st Owner,1396,5,2007,Maruti
Amaze E i-Vtech,260000,80000,Petrol,Manual,4th Owner,2967,5,2016,Honda
C-Class C 220 CDI Avantgarde,2150000,37000,Diesel,Automatic,2nd Owner,1248,5,2015,Mercedes-Benz
Alto LXi,161000,80000,Petrol,Manual,1st Owner,1197,5,2012,Maruti
Swift Ldi BSIII,200000,120000,Diesel,Manual,2nd Owner,796,5,2010,Maruti
Indica eV2 eL,75000,90000,Diesel,Manual,2nd Owner,1991,7,2011,Tata
Cayenne Diesel Platinum Edition,5800000,50000,Diesel,Automatic,1st Owner,1499,5,2016,Porsche
Swift VDI,300000,80000,Diesel,Manual,2nd Owner,1396,5,2013,Maruti
i20 1.2 Magna,200000,120000,Petrol,Manual,2nd Owner,2179,5,2011,Hyundai
Omni MPI STD BSIV,250000,10000,Petrol,Manual,1st Owner,1997,5,2018,Maruti
E-Class Exclusive E 200,6700000,8900,Petrol,Automatic,1st Owner,1298,5,2021,Mercedes-Benz
Aspire Titanium Plus Diesel,850000,15000,Diesel,Manual,1st Owner,1197,7,2021,Ford
i20 Active 1.4 SX,450000,100000,Diesel,Manual,2nd Owner,796,5,2015,Hyundai
XUV500 W6 2WD,700000,70000,Diesel,Manual,2nd Owner,1950,5,2014,Mahindra
Rover Range Rover Sport 2.0 Petrol HSE,11400000,19500,Petrol,Automatic,1st Owner,2609,7,2020,Land
Swift Dzire VXi,300000,85000,Petrol,Manual,1st Owner,1248,5,2009,Maruti
Swift VXI 2018,545000,43000,Petrol,Manual,1st Owner,1248,5,2019,Maruti
Alto LX,100000,70000,Petrol,Manual,1st Owner,4461,8,2010,Maruti
C-Class Progressive C 200,4250000,28000,Petrol,Automatic,1st Owner,796,5,2019,Mercedes-Benz
Scorpio 2.6 CRDe SLE,310000,90000,Diesel,Manual,2nd Owner,1199,5,2009,Mahindra
Swift VDI BSIV,170000,128000,Diesel,Manual,4th Owner,2179,5,2008,Maruti
Vitara Brezza ZDi Plus,695000,80000,Diesel,Manual,2nd Owner,1998,5,2017,Maruti
Land Cruiser VX,16900000,27000,Diesel,Automatic,1st Owner,1199,4,2019,Toyota
Alto 800 LXI,250000,50000,Petrol,Manual,2nd Owner,1198,5,2017,Maruti
Tiago 1.2 Revotron XZ,454000,40000,Petrol,Manual,1st Owner,1120,5,2019,Tata
Scorpio 2.6 SLX CRDe,110000,80000,Diesel,Manual,1st Owner,1998,5,2006,Mahindra
X1 sDrive20i xLine,4000000,10000,Petrol,Automatic,1st Owner,1493,5,2021,BMW
Altroz XM plus,700000,30000,Petrol,Manual,1st Owner,1248,5,2021,Tata
GO A,270000,110000,Petrol,Manual,2nd Owner,796,5,2017,Datsun
Xcent 1.1 CRDi S,290000,90000,Diesel,Manual,2nd Owner,2400,5,2014,Hyundai
3 DOOR John Cooper Works 2019-2020,3450000,40000,Petrol,Automatic,2nd Owner,1197,7,2017,Mini
Venue SX Opt Diesel,950000,60000,Diesel,Manual,1st Owner,1197,5,2020,Hyundai
Vitara Brezza ZDi Plus,700000,80000,Diesel,Manual,3rd Owner,1197,5,2017,Maruti
Alto LXi,120000,110000,Petrol,Manual,2nd Owner,1999,5,2009,Maruti
XC60 D5 Inscription,5450000,34000,Diesel,Automatic,1st Owner,1299,5,2019,Volvo
Swift Dzire VXI,650000,35000,Petrol,Manual,1st Owner,998,5,2021,Maruti
Etios Cross 1.2L G,550000,60000,Petrol,Manual,1st Owner,1086,5,2019,Toyota
Grand i10 Sportz,400000,90000,Petrol,Manual,1st Owner,1086,5,2017,Hyundai
Rover Discovery Sport TD4 HSE 7S,4875000,38000,Diesel,Automatic,1st Owner,999,5,2020,Land
Ikon 1.3 Flair,50000,45000,Petrol,Manual,2nd Owner,998,5,2007,Ford
Wagon R LXI,75000,120000,Petrol,Manual,1st Owner,1248,5,2005,Maruti
Santro Xing GL,105000,70000,Petrol,Manual,2nd Owner,2925,5,2010,Hyundai
i10 Sportz 1.1L,180000,111408,Petrol,Manual,1st Owner,814,5,2011,Hyundai
Ecosport 1.0 Ecoboost Titanium,313000,70000,Petrol,Manual,2nd Owner,796,5,2013,Ford
Celerio VXI,205000,80000,Petrol,Manual,3rd Owner,999,7,2015,Maruti
Vitara Brezza ZDi Plus Dual Tone,680000,80000,Diesel,Manual,1st Owner,1197,5,2017,Maruti
S-Class S 350d,17700000,1400,Diesel,Automatic,1st Owner,1493,5,2022,Mercedes-Benz
EON Magna Plus,195000,60000,Petrol,Manual,2nd Owner,1462,7,2014,Hyundai
Alto LXi BSIII,80000,80000,Petrol,Manual,4th Owner,1196,5,2008,Maruti
KWID Climber 1.0 AMT,300000,15000,Petrol,Automatic,1st Owner,1396,5,2019,Renault
Xcent 1.2 VTVT S,465000,90000,Petrol,Manual,1st Owner,2179,5,2019,Hyundai
Creta E Diesel,1085000,56040,Diesel,Manual,1st Owner,1086,5,2020,Hyundai
Ertiga VXI,849000,69305,Petrol,Manual,1st Owner,1248,7,2021,Maruti
Figo Petrol Titanium,235000,66974,Petrol,Manual,3rd Owner,1396,5,2014,Ford
Indigo LX BSIV,140000,227904,Diesel,Manual,1st Owner,796,7,2014,Tata
Scorpio S11,1711000,40670,Diesel,Manual,1st Owner,2179,5,2021,Mahindra
Santro Magna,436000,17535,Petrol,Manual,1st Owner,1248,5,2020,Hyundai
SX4 S Cross Zeta DDiS 200 SH,750000,80243,Diesel,Manual,2nd Owner,2982,5,2018,Maruti
Indigo VX BSIV,202000,61549,Diesel,Manual,1st Owner,1198,5,2014,Tata
Alto 800 LXI,170000,89345,Petrol,Manual,2nd Owner,1198,5,2014,Maruti
Scorpio S9 BSIV,1303000,95790,Diesel,Manual,1st Owner,1799,8,2019,Mahindra
Swift VDI BSIV,425000,77173,Diesel,Manual,1st Owner,1198,5,2015,Maruti
Fortuner 4x4 MT,1175000,169917,Diesel,Manual,2nd Owner,1086,5,2013,Toyota
Brio VX,337000,46224,Petrol,Manual,1st Owner,2494,5,2015,Honda
Micra Active XV,396000,23947,Petrol,Manual,1st Owner,1197,5,2017,Nissan
Civic 1.8 V MT,180000,50546,Petrol,Manual,2nd Owner,1172,5,2008,Honda
Amaze S i-Vtech,320000,61229,Petrol,Manual,1st Owner,999,5,2015,Honda
i10 Magna LPG,176000,85122,Lpg,Manual,3rd Owner,1120,5,2011,Hyundai
Innova 2.5 GX (Diesel) 8 Seater BS IV,718000,46286,Diesel,Manual,1st Owner,814,5,2014,Toyota
Baleno Sigma,587000,8110,Petrol,Manual,1st Owner,1086,5,2020,Maruti
Grande Punto EVO 1.2 Active,218000,64712,Petrol,Manual,2nd Owner,998,5,2015,Fiat
KWID Climber 1.0 AMT,297000,52698,Petrol,Automatic,1st Owner,799,5,2017,Renault
Grand i10 CRDi Sportz,290000,120797,Diesel,Manual,2nd Owner,1462,5,2016,Hyundai
EON Era Plus Option,268000,39109,Petrol,Manual,1st Owner,796,7,2017,Hyundai
i10 Era 1.1,149000,21046,Petrol,Manual,1st Owner,1364,5,2009,Hyundai
Wagon R VXI BS IV,263000,34794,Petrol,Manual,1st Owner,1498,5,2014,Maruti
KWID RXT Optional,305000,33614,Petrol,Manual,1st Owner,2179,7,2018,Renault
Ciaz Zeta,950000,9630,Petrol,Manual,1st Owner,1248,5,2022,Maruti
Alto LXi,110000,72153,Petrol,Manual,3rd Owner,1956,5,2011,Maruti
Platinum Etios 1.4 GD,565000,78172,Diesel,Manual,1st Owner,1462,5,2019,Toyota
City i-DTEC V,792000,64313,Diesel,Manual,1st Owner,1364,5,2018,Honda
XUV500 W11 BSIV,1562000,74787,Diesel,Manual,1st Owner,1248,5,2020,Mahindra
Swift Dzire ZDI Plus,671000,92045,Diesel,Manual,1st Owner,998,5,2019,Maruti
Compass 2.0 Limited,1203000,48259,Diesel,Manual,3rd Owner,814,4,2018,Jeep
Ertiga VXI Petrol,741000,21197,Petrol,Manual,1st Owner,1497,7,2019,Maruti
Etios VD,340000,13814,Diesel,Manual,1st Owner,1451,5,2012,Toyota
Baleno 1.3 Delta,454000,85890,Diesel,Manual,1st Owner,624,5,2015,Maruti
Wagon R LXI BS IV,133000,101935,Petrol,Manual,1st Owner,999,5,2010,Maruti
EON Era Plus,283000,26012,Petrol,Manual,1st Owner,1497,7,2018,Hyundai
City V MT,313000,117699,Petrol,Manual,2nd Owner,1197,7,2012,Honda
Hector Hybrid Sharp MT,1807000,31437,Petrol,Manual,2nd Owner,999,7,2021,MG
Nano Twist XTA,144000,14458,Petrol,Automatic,1st Owner,2494,5,2015,Tata
Triber RXL BSIV,502000,55744,Petrol,Manual,1st Owner,2179,5,2019,Renault
City i VTEC SV,545000,10411,Petrol,Manual,1st Owner,1198,5,2015,Honda
Swift Dzire VXI 1.2,611000,43627,Petrol,Manual,1st Owner,1197,7,2019,Maruti
KWID 1.0 RXT Optional AT 2016-2019,235000,31306,Petrol,Automatic,1st Owner,1995,5,2017,Renault
Innova 2.5 GX (Diesel) 7 Seater BS IV,653000,308768,Diesel,Manual,2nd Owner,1197,5,2015,Toyota
XUV500 W7 AT BSIV,1235000,55209,Diesel,Automatic,1st Owner,1462,5,2018,Mahindra
GO Plus T BSIV,304000,18732,Petrol,Manual,1st Owner,1198,5,2017,Datsun
Grand i10 Nios Sportz CNG,741000,30273,Cng,Manual,1st Owner,1197,5,2021,Hyundai
X4 M Sport X xDrive20d,5650000,29000,Diesel,Automatic,1st Owner,1591,5,2019,BMW
Grand i10 1.2 Kappa Sportz BSIV,462000,47841,Petrol,Manual,1st Owner,1248,5,2018,Hyundai
Ertiga VXI,849000,3707,Petrol,Manual,1st Owner,999,5,2020,Maruti
Amaze S i-Vtech,379000,104596,Petrol,Manual,1st Owner,1248,7,2016,Honda
i10 Sportz,263000,60162,Petrol,Manual,1st Owner,799,5,2013,Hyundai
Creta 1.6 Gamma SX Plus,780000,72434,Petrol,Manual,1st Owner,998,5,2015,Hyundai
Swift VDI,270000,96906,Diesel,Manual,3rd Owner,2755,5,2012,Maruti
KWID 1.0 RXT AMT Opt,445000,4603,Petrol,Automatic,1st Owner,1497,5,2020,Renault
Swift VDI BSIV,370000,63740,Diesel,Manual,2nd Owner,1396,5,2014,Maruti
KWID RXT,249000,53827,Petrol,Manual,1st Owner,1197,5,2016,Renault
Sonet HTX Turbo iMT,1037000,13997,Petrol,Manual,1st Owner,1299,7,2021,Kia
Fortuner 2.8 2WD MT BSIV,1980000,120949,Diesel,Manual,2nd Owner,1248,5,2017,Toyota
City i VTEC V,644000,42189,Petrol,Manual,1st Owner,1086,5,2017,Honda
i20 1.4 CRDi Sportz,283000,34341,Diesel,Manual,1st Owner,1493,6,2012,Hyundai
Grand i10 Nios Sportz,659000,18881,Petrol,Manual,1st Owner,993,5,2020,Hyundai
Ikon 1.3 CLXi,72494,127335,Petrol,Manual,2nd Owner,1248,5,2009,Ford
Vitara Brezza VDi,750000,26201,Diesel,Manual,1st Owner,1462,7,2019,Maruti
i10 Sportz 1.1L,248000,107263,Petrol,Manual,1st Owner,998,5,2014,Hyundai
Bolero Power Plus SLX,613000,58245,Diesel,Manual,1st Owner,1499,7,2017,Mahindra
Zen LXI,50718,142740,Petrol,Manual,2nd Owner,2755,5,2006,Maruti
Swift VDI BSIV,425000,51755,Diesel,Manual,1st Owner,1193,7,2015,Maruti
XL6 Zeta,954000,84284,Petrol,Manual,1st Owner,2179,5,2020,Maruti
Wagon R LXI BS IV,276000,94087,Petrol,Manual,1st Owner,998,5,2015,Maruti
Fiesta Petrol Titanium,278000,56292,Petrol,Manual,1st Owner,2393,5,2011,Ford
Fortuner 2.8 2WD MT,2932000,91604,Diesel,Manual,2nd Owner,2179,5,2020,Toyota
Zest Revotron 1.2 XT,266000,56290,Petrol,Manual,1st Owner,1248,5,2015,Tata
XUV500 W8 2WD,601000,41086,Diesel,Manual,4th Owner,1364,7,2015,Mahindra
Alto K10 VXI,260000,38137,Petrol,Manual,1st Owner,1197,5,2016,Maruti
Innova Crysta 2.4 GX 7 STR AT,2216000,11724,Diesel,Automatic,1st Owner,1120,5,2022,Toyota
Safari Storme LX,529000,111023,Diesel,Manual,4th Owner,2198,5,2016,Tata
Sail Hatchback LS ABS,254000,63936,Diesel,Manual,1st Owner,1461,5,2013,Chevrolet
Etios GD,296000,229289,Diesel,Manual,1st Owner,1497,5,2013,Toyota
i20 1.2 Asta,563000,21292,Petrol,Manual,1st Owner,1396,5,2017,Hyundai
Grand i10 CRDi Magna,348000,99561,Diesel,Manual,1st Owner,1193,5,2016,Hyundai
Endeavour 2.2 Trend AT 4X2,1338000,103066,Diesel,Automatic,2nd Owner,998,5,2016,Ford
Duster 110PS Diesel RxL,362000,102141,Diesel,Manual,2nd Owner,1498,5,2014,Renault
Ecosport 1.5 Petrol Titanium BSIV,635000,49320,Petrol,Manual,1st Owner,796,5,2017,Ford
Indigo LX BSIV,172000,43239,Diesel,Manual,1st Owner,1497,5,2015,Tata
Indigo Emax CNG GLS,247000,112051,Cng,Manual,1st Owner,1199,5,2017,Tata
Celerio ZXI AMT BSIV,346000,7999,Petrol,Automatic,2nd Owner,5461,4,2017,Maruti
Ecosport 1.5 DV5 MT Trend,381000,86269,Diesel,Manual,1st Owner,1197,5,2013,Ford
Alto LXi BSIII,120000,15166,Petrol,Manual,1st Owner,3996,5,2010,Maruti
Tigor EV XM,631000,25882,Electric,Automatic,1st Owner,1582,5,2019,Tata
City 1.5 S AT,269000,57209,Petrol,Automatic,1st Owner,1950,5,2009,Honda
CrossPolo 1.2 TDI,338000,94848,Diesel,Manual,3rd Owner,1061,5,2013,Volkswagen
G G63 AMG,15200000,47000,Petrol,Automatic,2nd Owner,1950,5,2017,Mercedes-Benz
Xcent 1.2 VTVT S,479000,9669,Petrol,Manual,1st Owner,1956,5,2018,Hyundai
Panamera GTS,17500000,10000,Petrol,Automatic,1st Owner,1061,5,2019,Porsche
Verna 1.6 SX,411000,111246,Diesel,Manual,3rd Owner,1991,5,2014,Hyundai
E-Class Exclusive E 220 d BSIV,4400000,44000,Diesel,Automatic,1st Owner,1396,7,2017,Mercedes-Benz
Wagon R VXI Minor,143000,55118,Petrol,Manual,1st Owner,1197,5,2010,Maruti
E-Class Exclusive E 220 d BSIV,4350000,39000,Diesel,Automatic,1st Owner,2393,5,2017,Mercedes-Benz
Harrier XT plus Dark Edition,1191000,128924,Diesel,Manual,1st Owner,1197,5,2021,Tata
Wagon R LX Minor,106000,55842,Petrol,Manual,1st Owner,998,5,2010,Maruti
GLC 200,5650000,32000,Petrol,Automatic,1st Owner,1582,5,2020,Mercedes-Benz
i20 1.4 CRDi Asta,285000,96732,Diesel,Manual,1st Owner,1493,5,2012,Hyundai
Grand i10 Asta,333000,38370,Petrol,Manual,1st Owner,1248,5,2014,Hyundai
Innova Crysta 2.4 G MT BSIV,906000,126401,Diesel,Manual,2nd Owner,998,5,2017,Toyota
i20 Active 1.2 S,514000,44357,Petrol,Manual,2nd Owner,1197,7,2017,Hyundai
Wagon R LXI BS IV,223000,60545,Petrol,Manual,1st Owner,1120,5,2013,Maruti
Verna 1.6 SX,317000,132004,Diesel,Manual,3rd Owner,2179,5,2012,Hyundai
Seltos HTK Plus D,1325000,7000,Diesel,Manual,1st Owner,1248,8,2021,Kia
Vitara Brezza ZDi,805000,36096,Diesel,Manual,1st Owner,1197,5,2019,Maruti
Wagon R VXI,523000,9264,Petrol,Manual,1st Owner,2494,5,2021,Maruti
Grand i10 Asta Option,258000,112870,Petrol,Manual,1st Owner,1198,8,2013,Hyundai
Xcent 1.1 CRDi S,297000,56522,Diesel,Manual,2nd Owner,998,5,2014,Hyundai
Scorpio S11 BSIV,1251000,74206,Diesel,Manual,1st Owner,2393,5,2018,Mahindra
Swift Dzire VDI,665000,70000,Diesel,Manual,1st Owner,1047,5,2018,Maruti
i20 1.2 Asta Option,563000,50924,Petrol,Manual,2nd Owner,1197,5,2018,Hyundai
Innova 2.5 GX (Diesel) 8 Seater BS IV,774000,55681,Diesel,Manual,1st Owner,998,5,2015,Toyota
Nexon 1.2 Revotron XM,646000,13308,Petrol,Manual,1st Owner,998,7,2019,Tata
Zen Estilo LXI BS IV,167000,27420,Petrol,Manual,1st Owner,1248,5,2011,Maruti
Innova Crysta 2.4 VX MT 8S BSIV,1505000,143696,Diesel,Manual,1st Owner,1999,4,2018,Toyota
Tiago 1.05 Revotorq XT,374000,117792,Diesel,Manual,1st Owner,2995,6,2017,Tata
Swift Dzire AMT VXI,519000,47131,Petrol,Automatic,1st Owner,1991,5,2017,Maruti
Wagon R LXI CNG,195000,104155,Cng,Manual,1st Owner,1950,8,2012,Maruti
A-Star Lxi,160000,54573,Petrol,Manual,1st Owner,1498,5,2011,Maruti
Baleno 1.3 Zeta,588000,84143,Diesel,Manual,3rd Owner,2494,7,2019,Maruti
Rover Discovery Sport TD4 HSE Luxury,4800000,46000,Diesel,Automatic,1st Owner,1199,5,2019,Land
Q8 55 TFSI Quattro,10200000,28000,Petrol,Automatic,1st Owner,4134,5,2021,Audi
C-Class C300 Cabriolet,6800000,30000,Petrol,Automatic,1st Owner,998,5,2019,Mercedes-Benz
V-Class Exclusive,5900000,47000,Diesel,Automatic,2nd Owner,1197,5,2019,Mercedes-Benz
Ecosport Titanium Diesel,735000,46029,Diesel,Manual,1st Owner,1396,7,2021,Ford
Innova 2.5 GX (Diesel) 8 Seater BS IV,780000,205479,Diesel,Manual,2nd Owner,1248,5,2016,Toyota
Nexon XMA AMT S,999000,39353,Petrol,Automatic,1st Owner,2755,7,2020,Tata
Q7 4.2 TDI quattro,1726000,80087,Diesel,Automatic,3rd Owner,1950,5,2011,Audi
Sonet HTX Turbo iMT,1062000,14067,Petrol,Manual,1st Owner,1462,5,2021,Kia
Baleno Delta,669000,13341,Petrol,Manual,1st Owner,1197,5,2021,Maruti
i20 Active 1.4 SX,574000,59326,Diesel,Manual,2nd Owner,1798,5,2017,Hyundai
Swift VDI BSIV,351000,71093,Diesel,Manual,1st Owner,1197,5,2014,Maruti
