car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,engine_in_cc,Seats,manufacture,company_name
C-Class Progressive C 220d,1600000,65000,Diesel,Automatic,1st Owner,1462,6,2014,Mercedes-Benz
Grand i10 Asta Option,460000,60000,Petrol,Manual,2nd Owner,1968,5,2015,Hyundai
XL6 Zeta,1100000,17000,Petrol,Manual,1st Owner,1197,5,2021,Maruti
A4 2.0 TDI,1300000,55000,Diesel,Automatic,3rd Owner,1997,7,2013,Audi
i20 Petrol Asta Option,790000,24000,Petrol,Manual,1st Owner,1298,5,2019,Hyundai
XUV500 W10 1.99 mHawk,1200000,102000,Diesel,Manual,1st Owner,1199,5,2016,Mahindra
Swift 1.3 VXi,320000,40000,Petrol,Manual,1st Owner,999,7,2010,Maruti
Tiago 1.2 Revotron XM,305000,92195,Petrol,Manual,1st Owner,1598,5,2016,Tata
Triber RXL EASY-R AMT,665000,13780,Petrol,Automatic,1st Owner,1798,5,2020,Renault
Rapid 1.6 MPI AT Ambition BSIV,975000,24700,Petrol,Automatic,1st Owner,1199,5,2019,Skoda
Octavia 1.8 TSI AT Style,1950000,41000,Petrol,Automatic,1st Owner,1582,5,2019,Skoda
Jazz V CVT,680000,18000,Petrol,Automatic,2nd Owner,1373,5,2017,Honda
Creta 1.6 CRDi AT SX Plus,1225000,7000,Diesel,Automatic,1st Owner,1248,5,2016,Hyundai
Ciaz 1.4 AT Alpha,950000,39600,Petrol,Automatic,1st Owner,1197,5,2018,Maruti
Swift VDI BSIV,690000,39500,Diesel,Manual,1st Owner,2755,7,2018,Maruti
Swift Dzire AMT ZXI Plus,875000,11800,Petrol,Automatic,1st Owner,1969,5,2020,Maruti
Fortuner 2.8 2WD MT BSIV,2805000,77000,Diesel,Manual,2nd Owner,2982,7,2017,Toyota
S60 D4 KINETIC,1680000,99000,Diesel,Automatic,1st Owner,1497,5,2017,Volvo
Fortuner 4x2 Manual,1610000,177000,Diesel,Manual,1st Owner,1497,5,2014,Toyota
Seltos HTX G,1390000,43000,Petrol,Manual,1st Owner,1995,5,2019,Kia
XUV300 W8 Diesel BSIV,1260000,40000,Diesel,Manual,1st Owner,1968,5,2019,Mahindra
X1 sDrive 20d xLine,3250000,65000,Diesel,Automatic,1st Owner,1248,5,2019,BMW
A3 35 TDI Premium Plus,2580000,39000,Diesel,Automatic,1st Owner,1497,7,2020,Audi
Vitara Brezza ZDi,980000,48000,Diesel,Manual,1st Owner,1582,5,2018,Maruti
Marazzo M2 BSIV,1025000,77000,Diesel,Manual,1st Owner,1493,7,2019,Mahindra
Creta 1.6 CRDi SX Plus,1025000,52000,Diesel,Manual,1st Owner,1498,7,2018,Hyundai
TUV 300 T10,970000,27000,Diesel,Manual,1st Owner,1497,5,2018,Mahindra
BR-V i-DTEC V MT,965000,47000,Diesel,Manual,1st Owner,1498,5,2018,Honda
Nexon 1.5 Revotorq XZ Plus,955000,42000,Diesel,Manual,2nd Owner,1591,5,2019,Tata
WR-V i-DTEC VX,930000,42000,Diesel,Manual,1st Owner,1598,5,2018,Honda
Creta 1.6 VTVT SX Plus,895000,48000,Petrol,Manual,1st Owner,1198,5,2016,Hyundai
SX4 S Cross DDiS 320 Zeta,855000,59000,Diesel,Manual,1st Owner,1493,7,2017,Maruti
Nexon 1.2 Revotron XM,835000,27000,Petrol,Manual,1st Owner,999,7,2019,Tata
TUV 300 T8,800000,44000,Diesel,Manual,1st Owner,1248,7,2016,Mahindra
Triber RXZ EASY-R AMT,800000,5000,Petrol,Automatic,1st Owner,1498,5,2021,Renault
Ertiga ZDI,740000,78000,Diesel,Manual,1st Owner,1497,7,2013,Maruti
Ecosport 1.5 TDCi Titanium Plus BE BSIV,700000,57000,Diesel,Manual,1st Owner,999,5,2016,Ford
Mobilio V Option i-VTEC,605000,48000,Petrol,Manual,2nd Owner,1498,5,2014,Honda
Ecosport 1.0 Ecoboost Titanium Optional,590000,56000,Petrol,Manual,1st Owner,1461,5,2014,Ford
Vento 1.5 TDI Highline,550000,15000,Diesel,Manual,1st Owner,1497,5,2013,Volkswagen
Duster 110PS Diesel RXZ Optional with Nav,565000,77000,Diesel,Manual,2nd Owner,2179,5,2012,Renault
City i-VTEC V,850000,60000,Petrol,Manual,1st Owner,1198,5,2018,Honda
Rover Range Rover Evoque 2.2L Pure,2000000,65000,Diesel,Automatic,2nd Owner,1199,5,2013,Land
Jazz X,390000,61985,Petrol,Manual,1st Owner,1197,5,2012,Honda
Amaze V Petrol BSIV,820000,19000,Petrol,Manual,1st Owner,1199,5,2019,Honda
Swift Dzire VXI 1.2,750000,30000,Petrol,Manual,1st Owner,1197,5,2019,Maruti
Jazz 1.2 S i VTEC,700000,41000,Petrol,Manual,1st Owner,1197,5,2018,Honda
Grand i10 Nios Sportz,675000,6834,Petrol,Manual,1st Owner,1591,5,2020,Hyundai
Swift Dzire VXI,370000,112160,Petrol,Manual,1st Owner,1462,5,2013,Maruti
Creta 1.6 SX Automatic,1100000,16118,Petrol,Automatic,1st Owner,1461,5,2018,Hyundai
Ciaz Alpha,990000,47000,Petrol,Manual,1st Owner,1598,5,2020,Maruti
Duster 110PS Diesel RxZ,420000,80000,Diesel,Manual,2nd Owner,1462,5,2012,Renault
Rapid 1.6 MPI Active BSIV,893000,24000,Petrol,Manual,1st Owner,998,5,2020,Skoda
Ciaz Alpha Automatic BSIV,865000,46000,Petrol,Automatic,1st Owner,1197,5,2018,Maruti
Baleno RS 1.0 Petrol,785000,30000,Petrol,Manual,1st Owner,1197,5,2017,Maruti
i20 Active 1.2 SX,765000,30000,Petrol,Manual,1st Owner,1396,5,2017,Hyundai
Swift Dzire ZXI 1.2,755000,31000,Petrol,Manual,1st Owner,1248,5,2017,Maruti
Elite i20 2018 Diesel Asta Option,750000,46000,Diesel,Manual,1st Owner,1199,5,2018,Hyundai
Baleno 1.3 Zeta,743000,44000,Diesel,Manual,1st Owner,1498,5,2016,Maruti
Jazz V,730000,40000,Petrol,Manual,1st Owner,1197,5,2019,Honda
City i DTec S,705000,39000,Diesel,Manual,1st Owner,1197,5,2016,Honda
i20 Asta 1.2,450000,63759,Petrol,Manual,1st Owner,1199,5,2013,Hyundai
i20 Active S Petrol,699000,29000,Petrol,Manual,2nd Owner,1197,5,2018,Hyundai
Jazz 1.2 SV i VTEC,695000,42000,Petrol,Manual,1st Owner,1197,5,2017,Honda
i20 Sportz 1.2,675000,37000,Petrol,Manual,1st Owner,1497,5,2017,Hyundai
Swift VXI,675000,40000,Petrol,Manual,1st Owner,1199,5,2019,Maruti
City i VTEC SV,645000,33000,Petrol,Manual,1st Owner,998,5,2014,Honda
Jazz 1.2 S i VTEC,640000,26000,Petrol,Manual,1st Owner,1373,5,2018,Honda
Venue SX Plus Turbo DCT DT,1195000,24000,Petrol,Automatic,1st Owner,1497,7,2021,Hyundai
Ciaz VXi,450000,156596,Petrol,Manual,1st Owner,1798,5,2015,Maruti
BR-V i-VTEC VX MT,580000,98778,Petrol,Manual,1st Owner,1197,5,2017,Honda
Superb Elegance 1.8 TSI AT,800000,145000,Petrol,Automatic,2nd Owner,1968,5,2010,Skoda
i20 1.2 Asta Option,790000,26000,Petrol,Manual,1st Owner,1197,5,2018,Hyundai
Octavia 2.0 TDI AT Style Plus,1750000,60000,Diesel,Automatic,2nd Owner,1199,5,2017,Skoda
Baleno 1.2 Zeta,560000,560000,Petrol,Manual,1st Owner,1199,5,2017,Maruti
Jazz 1.2 VX i VTEC,635000,45000,Petrol,Manual,1st Owner,1598,5,2017,Honda
Tiago XZA,625000,27000,Petrol,Automatic,1st Owner,1798,5,2019,Tata
Rapid 1.6 MPI AT Ambition BSIV,860000,43000,Petrol,Automatic,1st Owner,1968,5,2018,Skoda
Corolla Altis GL MT,990000,37000,Petrol,Manual,1st Owner,1197,5,2015,Toyota
Q3 2.0 TDI Quattro Premium Plus,1990000,46000,Diesel,Automatic,1st Owner,1199,5,2014,Audi
i10 Sportz AT,280000,51366,Petrol,Automatic,1st Owner,1497,5,2011,Hyundai
Jazz 1.2 V AT i VTEC,630000,77331,Petrol,Automatic,1st Owner,1984,5,2017,Honda
City i VTEC V,630000,77783,Petrol,Manual,1st Owner,1493,7,2016,Honda
Superb LK 2.0 TDI AT,2250000,44000,Diesel,Automatic,1st Owner,1198,5,2016,Skoda
TUV 300 T10 AMT,625000,56276,Diesel,Automatic,2nd Owner,1248,5,2018,Mahindra
Brio V MT,290000,44408,Petrol,Manual,2nd Owner,999,5,2012,Honda
Manza Aqua Quadrajet,150000,80000,Diesel,Manual,1st Owner,1368,5,2010,Tata
Ameo 1.0 MPI Highline Plus,610000,20000,Petrol,Manual,1st Owner,2198,7,2019,Volkswagen
Compass 1.4 Limited Opt DCT,2390000,19000,Petrol,Automatic,1st Owner,1462,5,2021,Jeep
Endeavour 2.2 Titanium AT 4X2,2700000,73500,Diesel,Automatic,1st Owner,1248,5,2019,Ford
Ciaz Delta Automatic BSIV,810000,28783,Petrol,Automatic,1st Owner,1422,5,2019,Maruti
Vitara Brezza ZDi,975000,43000,Diesel,Manual,1st Owner,1197,5,2018,Maruti
Fabia 1.4 TDI Classic,150000,117500,Diesel,Manual,2nd Owner,1198,5,2010,Skoda
Swift Dzire VXi AT,450000,46352,Petrol,Automatic,1st Owner,1197,5,2012,Maruti
Ameo 1.2 MPI Comfortline Plus,440000,84123,Petrol,Manual,1st Owner,796,5,2017,Volkswagen
i20 Asta Option BSIV,780000,22773,Petrol,Manual,1st Owner,1199,5,2019,Hyundai
Alto 800 LXI,300000,20000,Petrol,Manual,2nd Owner,2143,5,2017,Maruti
Beat LT,175000,77075,Petrol,Manual,3rd Owner,999,5,2011,Chevrolet
GLC Progressive 220d,4300000,38000,Diesel,Automatic,1st Owner,2143,5,2018,Mercedes-Benz
KWID 1.0 RXT,210000,70000,Petrol,Manual,1st Owner,1242,5,2016,Renault
GLA Class 200 d Sport,2050000,40000,Diesel,Automatic,1st Owner,1197,5,2016,Mercedes-Benz
Palio 1.2 ELX,60000,20000,Petrol,Manual,1st Owner,796,5,2002,Fiat
Grand i10 Magna,385000,60000,Petrol,Manual,1st Owner,998,5,2016,Hyundai
Alto LXi,185000,19521,Petrol,Manual,1st Owner,2393,7,2008,Maruti
Alto K10 VXI AMT,380000,19800,Petrol,Automatic,2nd Owner,1364,5,2017,Maruti
Innova Crysta 2.4 G MT,1975000,50000,Diesel,Manual,1st Owner,1497,5,2019,Toyota
Etios VXD,585000,50000,Diesel,Manual,1st Owner,1493,7,2012,Toyota
City i-VTEC VX,1050000,37000,Petrol,Manual,1st Owner,1498,5,2019,Honda
TUV 300 T10,800000,40000,Diesel,Manual,1st Owner,1497,5,2019,Mahindra
WR-V i-DTEC S,825000,10700,Diesel,Manual,1st Owner,1197,5,2017,Honda
City i VTEC V,610000,31800,Petrol,Manual,1st Owner,1199,5,2014,Honda
Baleno 1.2 Zeta,579000,32400,Petrol,Manual,1st Owner,1197,5,2016,Maruti
Amaze VX Petrol,785000,4700,Petrol,Manual,1st Owner,1248,5,2020,Honda
Grand i10 1.2 Kappa Sportz BSIV,525000,33500,Petrol,Manual,1st Owner,1582,5,2018,Hyundai
Swift Dzire VDI,699000,54800,Diesel,Manual,1st Owner,998,5,2018,Maruti
Verna CRDi 1.6 EX,799000,44000,Diesel,Manual,1st Owner,1199,5,2017,Hyundai
Wagon R VXI BS IV,415000,19000,Petrol,Manual,1st Owner,1197,5,2014,Maruti
Jazz VX CVT,789000,22000,Petrol,Automatic,1st Owner,1199,5,2019,Honda
i20 Sportz,785000,12900,Petrol,Manual,1st Owner,998,5,2020,Hyundai
Amaze V CVT Petrol BSIV,780000,22700,Petrol,Automatic,1st Owner,1086,5,2019,Honda
Zen Estilo VXI BSIV,189000,69000,Petrol,Manual,2nd Owner,1197,5,2010,Maruti
Santro Xing GL Plus,269000,60000,Petrol,Manual,1st Owner,1497,5,2012,Hyundai
i20 Sportz,900000,9500,Petrol,Manual,1st Owner,1497,5,2020,Hyundai
City i-VTEC SV,980000,15000,Petrol,Manual,1st Owner,2393,7,2021,Honda
Seltos HTK Plus G,1260000,19000,Petrol,Manual,1st Owner,1196,5,2020,Kia
Innova Crysta 2.4 ZX 7 STR AT,3050000,3500,Diesel,Automatic,1st Owner,998,5,2022,Toyota
Figo Petrol ZXI,190000,81721,Petrol,Manual,1st Owner,1196,5,2010,Ford
Zen Estilo LXI BS IV,210000,109656,Petrol,Manual,1st Owner,998,5,2012,Maruti
Figo Petrol ZXI,195000,87955,Petrol,Manual,1st Owner,1197,5,2012,Ford
Alto K10 VXI AMT,330000,50000,Petrol,Automatic,1st Owner,2993,5,2015,Maruti
Swift Dzire AMT ZXI Plus,800000,12990,Petrol,Automatic,1st Owner,2987,7,2019,Maruti
5 Series 530d M Sport,2999000,75099,Diesel,Automatic,1st Owner,1498,5,2014,BMW
GL-Class 350 CDI Luxury,1450000,120000,Diesel,Automatic,1st Owner,1197,5,2010,Mercedes-Benz
Rapid 1.5 TDI AT Elegance Black Package,595000,70000,Diesel,Automatic,2nd Owner,1330,5,2015,Skoda
i20 Asta,250000,90000,Petrol,Manual,2nd Owner,1591,5,2009,Hyundai
Duster RXS Turbo CVT,1250000,10000,Petrol,Automatic,2nd Owner,1598,5,2021,Renault
Creta 1.6 SX Automatic,1275000,44000,Petrol,Automatic,1st Owner,1198,5,2018,Hyundai
Rapid Ultima 1.6 MPI AT Elegance,689000,29500,Petrol,Automatic,1st Owner,1493,7,2013,Skoda
Brio V MT,315000,81200,Petrol,Manual,1st Owner,1498,5,2013,Honda
TUV 300 mHAWK100 T8 AMT,700000,50000,Diesel,Automatic,1st Owner,1199,5,2016,Mahindra
Vento 1.5 TDI Highline AT,610000,141383,Diesel,Automatic,1st Owner,1582,5,2016,Volkswagen
Amaze VX CVT Petrol BSIV,800000,34392,Petrol,Automatic,1st Owner,1197,5,2019,Honda
Verna SX CRDi AT,600000,90000,Diesel,Automatic,1st Owner,1998,5,2013,Hyundai
Grand i10 Magna,390000,47681,Petrol,Manual,1st Owner,1086,5,2014,Hyundai
Cooper Countryman Cooper S,4099000,25900,Petrol,Automatic,1st Owner,993,5,2019,Mini
Santro Xing GL,155000,120000,Petrol,Manual,3rd Owner,1197,5,2009,Hyundai
Zen LXI,99000,68952,Petrol,Manual,2nd Owner,1497,5,2003,Maruti
i10 Asta,335000,41525,Petrol,Manual,2nd Owner,1353,5,2011,Hyundai
Altroz XZ Diesel,890000,15000,Diesel,Manual,1st Owner,1956,5,2021,Tata
Seltos GTX DCT,1825000,11000,Petrol,Automatic,1st Owner,1498,5,2021,Kia
Compass 2.0 Limited,1950000,29990,Diesel,Manual,1st Owner,1493,5,2019,Jeep
City ZX CVT,1450000,25000,Petrol,Automatic,1st Owner,1498,5,2020,Honda
Verna SX AT Diesel,1500000,20000,Diesel,Automatic,1st Owner,1498,5,2022,Hyundai
Figo 1.5D Base MT,400000,90000,Diesel,Manual,2nd Owner,1497,5,2016,Ford
WR-V i-DTEC VX,875000,80000,Diesel,Manual,1st Owner,2179,8,2018,Honda
City i VTEC CVT VX,850000,50000,Petrol,Automatic,2nd Owner,1798,5,2016,Honda
Scorpio SLE BSIV,480000,90000,Diesel,Manual,2nd Owner,1197,5,2010,Mahindra
Corolla Altis G AT,926000,70000,Petrol,Automatic,2nd Owner,999,5,2015,Toyota
Ignis Delta AMT,600000,20000,Petrol,Automatic,1st Owner,796,5,2020,Maruti
Rapid 1.0 TSI Style AT,990000,25000,Petrol,Automatic,1st Owner,1968,5,2018,Skoda
Alto LXi,45000,60000,Petrol,Manual,2nd Owner,1497,5,2006,Maruti
Q3 35 TDI Quattro Premium,2205000,56000,Diesel,Automatic,1st Owner,1496,5,2015,Audi
City i VTEC CVT VX,850000,53000,Petrol,Automatic,1st Owner,1968,5,2016,Honda
Ecosport Sports Petrol,970000,10000,Petrol,Manual,1st Owner,2393,7,2020,Ford
A4 2.0 TDI Multitronic,1050000,110000,Diesel,Automatic,1st Owner,1598,5,2012,Audi
Innova Crysta 2.4 ZX MT BSIV,2200000,99990,Diesel,Manual,1st Owner,1995,5,2018,Toyota
Rapid 1.6 MPI Elegance Plus Black Package,420000,68000,Petrol,Manual,2nd Owner,1197,5,2014,Skoda
5 Series 520d Modern Line,2100000,68500,Diesel,Automatic,4th Owner,999,5,2014,BMW
Swift ZXi BSIV,575000,50599,Petrol,Manual,2nd Owner,1497,5,2015,Maruti
Polo 1.0 MPI Comfortline,485000,54431,Petrol,Manual,2nd Owner,1498,5,2015,Volkswagen
City i-VTEC CVT VX,950000,65855,Petrol,Automatic,1st Owner,0,5,2019,Honda
Ecosport 1.5 DV5 MT Titanium,485000,113706,Diesel,Manual,2nd Owner,2523,8,2014,Ford
Nexon EV Prime XZ Plus LUX,1450000,40000,Electric,Automatic,1st Owner,1497,8,2020,Tata
Scorpio EX,550000,100000,Diesel,Manual,2nd Owner,1599,5,2012,Mahindra
Marazzo M6 Plus 8Str,1485000,36700,Diesel,Manual,1st Owner,2393,7,2021,Mahindra
Verna 1.6 i ABS,250000,40000,Petrol,Manual,2nd Owner,2755,7,2009,Hyundai
Innova Crysta 2.4 VX MT,2450000,50000,Diesel,Manual,1st Owner,1197,5,2020,Toyota
Innova Crysta 2.8 ZX AT BSIV,2650000,50000,Diesel,Automatic,1st Owner,2987,7,2019,Toyota
Grand i10 Nios Sportz,600000,40000,Petrol,Manual,1st Owner,1199,5,2019,Hyundai
GLS 350d 4MATIC,6500000,135000,Diesel,Automatic,1st Owner,1968,5,2018,Mercedes-Benz
Jazz 1.2 SV i VTEC,610000,40000,Petrol,Manual,1st Owner,1591,5,2016,Honda
A6 35 TDI,3300000,15000,Diesel,Automatic,1st Owner,2987,5,2016,Audi
Creta 1.6 SX Automatic,1035000,39000,Petrol,Automatic,1st Owner,1364,5,2016,Hyundai
GLE 350d,4750000,60000,Diesel,Automatic,2nd Owner,2755,7,2016,Mercedes-Benz
Etios GD,320000,120000,Diesel,Manual,4th Owner,2143,5,2013,Toyota
Innova Crysta 2.8 ZX AT BSIV,2575000,60000,Diesel,Automatic,1st Owner,1995,5,2019,Toyota
GLE 250d,4950000,45000,Diesel,Automatic,1st Owner,2179,7,2017,Mercedes-Benz
X1 sDrive 20d xLine,3675000,23000,Diesel,Automatic,1st Owner,1198,6,2019,BMW
XUV500 W11 AT BSIV,1700000,46952,Diesel,Automatic,1st Owner,1598,5,2019,Mahindra
KUV 100 NXT D75 K8 Dual Tone,450000,35000,Diesel,Manual,2nd Owner,1582,5,2017,Mahindra
Rapid 1.6 MPI Elegance,430000,70000,Petrol,Manual,2nd Owner,998,5,2014,Skoda
Verna CRDi 1.6 SX,880000,90000,Diesel,Manual,2nd Owner,1197,5,2018,Hyundai
Celerio X ZXI BSIV,425000,35000,Petrol,Manual,1st Owner,1197,5,2018,Maruti
Grand i10 1.2 Kappa Sportz BSIV,525000,19400,Petrol,Manual,1st Owner,1197,5,2018,Hyundai
i20 1.2 Sportz,305000,80000,Petrol,Manual,2nd Owner,1353,5,2012,Hyundai
Grand i10 Magna,450000,30900,Petrol,Manual,1st Owner,2199,7,2015,Hyundai
Seltos GTX Plus DCT,1750000,30000,Petrol,Automatic,1st Owner,1591,5,2021,Kia
Santa Fe 4x4 AT,1300000,77000,Diesel,Automatic,1st Owner,1591,5,2013,Hyundai
Creta 1.6 SX,1350000,36000,Petrol,Manual,1st Owner,1498,5,2018,Hyundai
Creta 1.6 SX Automatic,1450000,19000,Petrol,Automatic,1st Owner,1395,5,2019,Hyundai
Ecosport 1.5 Diesel Titanium Plus BSIV,825000,70000,Diesel,Manual,1st Owner,1984,5,2017,Ford
Octavia Ambition 1.4 TSI MT,1200000,85000,Petrol,Manual,1st Owner,1968,5,2014,Skoda
A4 2.0 TFSI,1500000,23000,Petrol,Automatic,1st Owner,2982,7,2010,Audi
Octavia Elegance 2.0 TDI AT,1600000,75000,Diesel,Automatic,1st Owner,1798,5,2015,Skoda
Fortuner 4x4 AT,1950000,85000,Diesel,Automatic,1st Owner,2494,5,2013,Toyota
Corolla Altis 1.8 J,775000,50000,Petrol,Manual,1st Owner,2982,7,2012,Toyota
Camry Hybrid,2300000,50000,Electric,Automatic,1st Owner,1969,7,2015,Toyota
Fortuner 4x4 AT,2550000,60000,Diesel,Automatic,1st Owner,1984,5,2016,Toyota
XC 90 D5 Inscription,6500000,60000,Diesel,Automatic,1st Owner,2400,5,2018,Volvo
S60 D4 SUMMUM,2200000,36000,Diesel,Automatic,1st Owner,2698,5,2015,Volvo
XC60 D5 Inscription,2400000,120000,Diesel,Automatic,1st Owner,1968,5,2015,Volvo
A6 2.7 TDI,1300000,70000,Diesel,Automatic,1st Owner,1998,4,2010,Audi
Q3 2.0 TDI WCI,1600000,94000,Diesel,Automatic,2nd Owner,2967,7,2013,Audi
3 DOOR Cooper S,3750000,9000,Petrol,Automatic,1st Owner,2967,7,2018,Mini
Q7 3.0 TDI quattro,2300000,135000,Diesel,Automatic,1st Owner,1995,5,2013,Audi
Q7 45 TDI Quattro Premium Plus,5800000,70000,Diesel,Automatic,1st Owner,1995,5,2018,Audi
3 Series 320d,1500000,39000,Diesel,Automatic,1st Owner,1995,5,2011,BMW
3 Series 320d,1600000,50000,Diesel,Automatic,1st Owner,2993,5,2012,BMW
3 Series 320d Sport,4500000,8000,Diesel,Automatic,1st Owner,2925,5,2020,BMW
X3 xDrive30d M Sport,4000000,50000,Diesel,Automatic,1st Owner,1995,5,2016,BMW
S-Class S 350 d,13000000,14000,Diesel,Automatic,1st Owner,1199,5,2020,Mercedes-Benz
5 Series 520d Luxury Line,4600000,40000,Diesel,Automatic,1st Owner,1498,5,2018,BMW
Polo Diesel Comfortline 1.2L,375000,196000,Diesel,Manual,2nd Owner,1497,5,2013,Volkswagen
Vento 1.5 TDI Highline Plus AT,850000,95000,Diesel,Automatic,1st Owner,1796,5,2018,Volkswagen
Nexon 1.5 Revotorq XM,750000,48632,Diesel,Manual,1st Owner,1498,5,2018,Tata
C-Class 200 K AT,800000,90000,Petrol,Automatic,2nd Owner,2143,5,2008,Mercedes-Benz
Vento 1.5 TDI Highline Plus AT,850000,95000,Diesel,Automatic,1st Owner,1950,5,2018,Volkswagen
C-Class C 220 CDI Avantgarde,3900000,55000,Diesel,Automatic,1st Owner,2143,5,2018,Mercedes-Benz
E-Class Exclusive E 220d,4700000,18000,Diesel,Automatic,1st Owner,1496,5,2017,Mercedes-Benz
GLC 220d 4MATIC Sport,5000000,29000,Diesel,Automatic,1st Owner,2993,5,2018,Mercedes-Benz
Yaris J CVT,1100000,5000,Petrol,Automatic,1st Owner,1197,5,2020,Toyota
7 Series 730Ld DPE Signature,7000000,25000,Diesel,Automatic,1st Owner,814,5,2017,BMW
i10 Asta,325000,41000,Petrol,Manual,2nd Owner,999,5,2011,Hyundai
EON Era,250000,63463,Petrol,Manual,1st Owner,796,5,2013,Hyundai
Kiger RXT Turbo CVT,899000,20000,Petrol,Automatic,1st Owner,1197,5,2021,Renault
Alto 800 LXI Anniversary Edition,267000,69852,Petrol,Manual,1st Owner,998,5,2014,Maruti
Grand i10 Magna AT,525000,29584,Petrol,Automatic,1st Owner,999,7,2016,Hyundai
Wagon R VXI BS IV,395000,27514,Petrol,Manual,1st Owner,1197,5,2014,Maruti
Triber RXZ BSIV,690000,30339,Petrol,Manual,1st Owner,998,5,2019,Renault
Baleno Alpha CVT,850000,39386,Petrol,Automatic,1st Owner,1086,5,2019,Maruti
Wagon R VXI BS IV,300000,64671,Petrol,Manual,1st Owner,1248,5,2012,Maruti
Santro Sportz BSIV,490000,30670,Petrol,Manual,1st Owner,1197,5,2019,Hyundai
Swift VDI,670000,46086,Diesel,Manual,1st Owner,998,5,2018,Maruti
Baleno 1.2 Delta,550000,70346,Petrol,Manual,1st Owner,1198,5,2015,Maruti
Wagon R VXI,150000,50000,Petrol,Manual,1st Owner,998,5,2005,Maruti
Amaze S i-Vtech,400000,80000,Petrol,Manual,1st Owner,998,5,2015,Honda
Wagon R AMT VXI Option,449000,58365,Petrol,Automatic,1st Owner,1197,5,2016,Maruti
Wagon R VXI Plus,499000,12000,Petrol,Manual,1st Owner,1197,5,2017,Maruti
i20 Magna,290000,58182,Petrol,Manual,1st Owner,1248,5,2009,Hyundai
Grand i10 Magna,325000,325000,Petrol,Manual,1st Owner,1956,5,2013,Hyundai
Punto 1.3 Active,270000,127152,Diesel,Manual,1st Owner,1248,5,2014,Fiat
Compass 2.0 Limited,1220000,98492,Diesel,Manual,1st Owner,1968,5,2018,Jeep
Swift Dzire AGS ZDI Plus,775000,23000,Diesel,Automatic,1st Owner,2755,7,2018,Maruti
A3 35 TDI Premium Plus,2075000,45000,Diesel,Automatic,1st Owner,3198,7,2017,Audi
Innova Crysta 2.8 ZX AT BSIV,2490000,63001,Diesel,Automatic,1st Owner,1462,6,2019,Toyota
Endeavour 3.2 Trend AT 4X4,2050000,72000,Diesel,Automatic,1st Owner,2755,7,2016,Ford
XL6 Zeta,1145000,26000,Petrol,Manual,1st Owner,2393,7,2020,Maruti
Innova Crysta 2.8 GX AT BSIV,2075000,46000,Diesel,Automatic,2nd Owner,998,5,2019,Toyota
Innova Crysta 2.4 VX MT,1950000,140000,Diesel,Manual,1st Owner,1248,5,2018,Toyota
Venue SX Plus Turbo DCT,1060000,3500,Petrol,Automatic,1st Owner,1969,7,2021,Hyundai
Ciaz ZDi SHVS,540000,120000,Diesel,Manual,1st Owner,1498,5,2015,Maruti
XC 90 D5 Inscription,6500000,39000,Diesel,Automatic,1st Owner,998,5,2018,Volvo
Vento 1.5 TDI Highline AT,950000,79100,Diesel,Automatic,1st Owner,1462,6,2017,Volkswagen
Zen Estilo LXI BS IV,175000,60000,Petrol,Manual,2nd Owner,1497,5,2009,Maruti
XL6 Alpha,1000000,30000,Petrol,Manual,1st Owner,1598,5,2022,Maruti
Altroz XZ Diesel,825000,46000,Diesel,Manual,1st Owner,1199,5,2020,Tata
Vento 1.6 Comfortline,860000,65232,Petrol,Manual,1st Owner,1493,7,2018,Volkswagen
Polo Diesel Comfortline 1.2L,270000,106865,Diesel,Manual,1st Owner,2609,7,2010,Volkswagen
TUV 300 T8 AMT,800000,49900,Diesel,Automatic,1st Owner,1498,5,2016,Mahindra
Scorpio SLX 2.6 Turbo 7 Str,265000,100000,Diesel,Manual,3rd Owner,1086,5,2007,Mahindra
Aspire 1.5 TDCi Titanium Plus,525000,110000,Diesel,Manual,1st Owner,1462,5,2015,Ford
Santro Magna Corp Edition AMT,576000,9000,Petrol,Automatic,1st Owner,3198,7,2020,Hyundai
SX4 S Cross Alpha,945000,15000,Petrol,Manual,1st Owner,1248,5,2020,Maruti
Endeavour Titanium Plus 4X4,3250000,45000,Diesel,Automatic,1st Owner,1497,7,2019,Ford
Swift VDI,450000,100000,Diesel,Manual,2nd Owner,1396,5,2013,Maruti
BR-V i-VTEC V CVT,815000,80000,Petrol,Automatic,2nd Owner,998,5,2017,Honda
i20 Sportz 1.4 CRDi,532000,80000,Diesel,Manual,1st Owner,1497,5,2015,Hyundai
i20 Asta Turbo DCT DT,1125000,11000,Petrol,Automatic,1st Owner,1396,5,2021,Hyundai
City i VTEC CVT VX,725000,50000,Petrol,Automatic,2nd Owner,1197,5,2015,Honda
i20 Asta 1.4 CRDi,575000,90000,Diesel,Manual,1st Owner,1498,5,2015,Hyundai
Grand i10 1.2 Kappa Asta,500000,90000,Petrol,Manual,1st Owner,1591,5,2018,Hyundai
Rapid 1.5 TDI AT Style BSIV,975000,93500,Diesel,Automatic,1st Owner,998,5,2019,Skoda
Creta 1.6 VTVT AT SX Plus,999000,32000,Petrol,Automatic,2nd Owner,936,5,2017,Hyundai
Wagon R VXI BS IV,340000,60000,Petrol,Manual,1st Owner,1498,5,2014,Maruti
